name,locality,cuisines,rating,price_for_two,votes,city,source,price_band,primary_cuisine
Made In India - Radisson Blu,Radisson Blu,"North Indian, Lucknowi",4.1,3800,485,Noida,kaggle,Luxury (>₹1500),North Indian
The Great Kabab Factory - Park Plaza,Park Plaza,"North Indian, Mughlai, Kebab",3.8,3000,468,Gurgaon,kaggle,Luxury (>₹1500),North Indian
Baluchi - The Lalit New Delhi,The Lalit New Delhi,"Mughlai, North Indian, South Indian, Kebab",4.0,4500,474,New Delhi,kaggle,Luxury (>₹1500),Mughlai
Latest Recipe -  Le Meridien Gurgaon,Le Meridien Gurgaon,"North Indian, Asian, Italian",4.0,3000,481,Gurgaon,kaggle,Luxury (>₹1500),North Indian
The Great Kabab Factory - Radisson Blu Marina,Radisson Blu,"North Indian, Mughlai, Kebab",3.8,3000,451,New Delhi,kaggle,Luxury (>₹1500),North Indian
NYC - Radisson Blu Plaza Delhi Airport,Radisson Blu Plaza Delhi Airport,"North Indian, Continental, Italian",4.1,3000,473,New Delhi,kaggle,Luxury (>₹1500),North Indian
Chi Ni - The Roseate,The Roseate,Chinese,4.3,5000,460,New Delhi,kaggle,Luxury (>₹1500),Chinese
Cafe on 3 - Holiday Inn,Holiday Inn,"Continental, Chinese, Thai, Mediterranean",4.3,2000,469,New Delhi,kaggle,Luxury (>₹1500),Continental
EEST - The Westin Gurgaon,The Westin Gurgaon,"Asian, Japanese, Thai, Chinese",4.1,3500,443,Gurgaon,kaggle,Luxury (>₹1500),Asian
Masala Art - Taj Palace,Taj Palace,North Indian,3.9,3500,453,New Delhi,kaggle,Luxury (>₹1500),North Indian
Culina 44 - Taj City Centre Gurugram,Taj City Centre Gurugram,"North Indian, Mediterranean, European, Asian, Chinese, Pizza",4.0,3500,459,Gurgaon,kaggle,Luxury (>₹1500),North Indian
Town Hall,Two Horizon Center,"Japanese, Thai, Italian, Asian, Momos",4.2,2500,414,Gurgaon,kaggle,Luxury (>₹1500),Japanese
Rice - Radisson Blu Dwarka,Radisson Blu,"Chinese, Thai, Vietnamese, Japanese",4.2,4000,437,New Delhi,kaggle,Luxury (>₹1500),Chinese
Akira Back - JW Marriott New Delhi,Jw Marriott New Delhi,"Japanese, Korean",4.1,4500,427,New Delhi,kaggle,Luxury (>₹1500),Japanese
Tres,Lodhi Colony,European,4.1,3000,516,New Delhi,kaggle,Luxury (>₹1500),European
Pavilion 75 - WelcomHotel Dwarka,Welcomhotel Dwarka,"North Indian, Continental, Italian, Desserts",3.9,3000,420,New Delhi,kaggle,Luxury (>₹1500),North Indian
CafÃ© Knosh - The Leela Ambience Convention Hotel,The Leela Ambience Convention Hotel,"North Indian, Continental",4.0,3000,405,New Delhi,kaggle,Luxury (>₹1500),North Indian
Paranda - Vivanta by Taj,Vivanta By Taj,"North Indian, Mughlai",4.1,2500,431,Faridabad,kaggle,Luxury (>₹1500),North Indian
Neung Roi - Radisson Blu Plaza Delhi Airport,Radisson Blu Plaza Delhi Airport,"Thai, Salad",4.2,3000,428,New Delhi,kaggle,Luxury (>₹1500),Thai
Dakshin - Sheraton New Delhi Hotel,Sheraton New Delhi Hotel,South Indian,4.1,4000,428,New Delhi,kaggle,Luxury (>₹1500),South Indian
T.K'S Oriental Grill - Hyatt Regency,Hyatt Regency,"Japanese, Thai, Sushi",4.1,4000,422,New Delhi,kaggle,Luxury (>₹1500),Japanese
Food Exchange - Novotel New Delhi Aerocity,Novotel New Delhi Aerocity,"North Indian, Continental",4.1,3000,389,New Delhi,kaggle,Luxury (>₹1500),North Indian
The Creative Kitchen - Radisson Noida,Radisson,"Continental, Chinese, North Indian, Salad",4.1,2800,405,Noida,kaggle,Luxury (>₹1500),Continental
Seventh Sense - Seven Seas Hotel,Rohini,"North Indian, Italian, Chinese, Mexican, Mediterranean",4.1,3500,377,New Delhi,kaggle,Luxury (>₹1500),North Indian
Downtown Kitchen & Bar - Courtyard by Marriott,Courtyard By Marriott,"Chinese, North Indian, Italian, American, Continental",4.2,2700,373,Gurgaon,kaggle,Luxury (>₹1500),Chinese
World Art Dining - Cook House,Punjabi Bagh,"North Indian, Asian, European",4.1,2000,391,New Delhi,kaggle,Luxury (>₹1500),North Indian
Ottimo At West View - ITC Maurya,Itc Maurya,"European, Italian",4.1,6600,371,New Delhi,kaggle,Luxury (>₹1500),European
Kwality,Connaught Place,"North Indian, Continental",4.1,2400,347,New Delhi,kaggle,Luxury (>₹1500),North Indian
Elan - The Lodhi,The Lodhi,"North Indian, Continental, Italian, Salad",4.0,3500,355,New Delhi,kaggle,Luxury (>₹1500),North Indian
The Culinary Court - Park Ascent,Park Ascent,"North Indian, Chinese, Continental",4.0,2000,351,Noida,kaggle,Luxury (>₹1500),North Indian
1911 - The Imperial,The Imperial,"North Indian, Chinese, South Indian, Italian",4.0,5500,372,New Delhi,kaggle,Luxury (>₹1500),North Indian
The Great Kabab Factory - Radisson Noida,Radisson,"North Indian, Mughlai, Kebab",4.0,3000,376,Noida,kaggle,Luxury (>₹1500),North Indian
Pan Asian - Sheraton New Delhi Hotel,Sheraton New Delhi Hotel,"Chinese, Thai, Japanese",4.1,3000,384,New Delhi,kaggle,Luxury (>₹1500),Chinese
Yellow Mirchi - Hotel City Park,Hotel City Park,North Indian,4.0,2500,370,New Delhi,kaggle,Luxury (>₹1500),North Indian
Delhi Pavilion - Sheraton New Delhi Hotel,Sheraton New Delhi Hotel,"North Indian, Continental, Asian",4.0,3000,361,New Delhi,kaggle,Luxury (>₹1500),North Indian
Cilantro - Trident Gurgaon,Trident,"North Indian, Italian, Asian",4.1,5000,355,Gurgaon,kaggle,Luxury (>₹1500),North Indian
Dvar Indian Restaurant - Radisson Blu Dwarka,Radisson Blu,"North Indian, Mughlai",4.1,3000,355,New Delhi,kaggle,Luxury (>₹1500),North Indian
India Grill - Hilton Garden Inn,Hilton Garden Inn,"Continental, Italian, North Indian",3.8,3000,343,New Delhi,kaggle,Luxury (>₹1500),Continental
The Spice Route - The Imperial,The Imperial,"Malaysian, Thai, Kerala, Vietnamese, Sri Lankan",4.1,6000,363,New Delhi,kaggle,Luxury (>₹1500),Malaysian
Dilli 32 - The Leela Ambience Convention Hotel,The Leela Ambience Convention Hotel,North Indian,4.0,3500,342,New Delhi,kaggle,Luxury (>₹1500),North Indian
Level 2 - Radisson Blu,Radisson Blu,"Italian, Asian, North Indian, Mediterranean, Continental",3.8,3000,307,New Delhi,kaggle,Luxury (>₹1500),Italian
Informal by Imperfecto,Janpath,"North Indian, Continental, Mediterranean, Italian, Momos",3.9,1200,3127,New Delhi,kaggle,Premium (₹700-1500),North Indian
Teddy Boy,Connaught Place,"North Indian, Continental, Finger Food",4.2,2000,5206,New Delhi,kaggle,Luxury (>₹1500),North Indian
38 Barracks,Connaught Place,"North Indian, Italian, Chinese, Continental",4.7,2000,3322,New Delhi,kaggle,Luxury (>₹1500),North Indian
Cervesia,Sector 29,"North Indian, Continental, Chinese",4.4,1200,1384,Gurgaon,kaggle,Premium (₹700-1500),North Indian
Cafe After Hours,City Centre Mall,"North Indian, Chinese, Continental, Italian",4.2,1500,1604,New Delhi,kaggle,Premium (₹700-1500),North Indian
Sixth Empirica,Punjabi Bagh,"North Indian, Italian, Continental",4.2,1500,1559,New Delhi,kaggle,Premium (₹700-1500),North Indian
Impromptu,Golf Course Road,"European, Continental, North Indian, Italian",4.1,2200,2224,Gurgaon,kaggle,Luxury (>₹1500),European
Too Indian,Rajouri Garden,"North Indian, Continental",4.0,1400,2037,New Delhi,kaggle,Premium (₹700-1500),North Indian
The Beer Cafe - BIGGIE,Connaught Place,"Finger Food, North Indian",4.1,1500,1609,New Delhi,kaggle,Premium (₹700-1500),Finger Food
Lavaash By Saby,Mehrauli,"Armenian, Bengali",4.1,2000,1362,New Delhi,kaggle,Luxury (>₹1500),Armenian
Imperfecto,Cyber Hub,"Mediterranean, Italian, Continental, Spanish, North Indian, Asian",3.9,1800,3404,Gurgaon,kaggle,Luxury (>₹1500),Mediterranean
Dhaba - Estd 1986 Delhi,Epicuria Food Mall,North Indian,4.5,2200,1611,New Delhi,kaggle,Luxury (>₹1500),North Indian
Big Boyz Lounge Air Bar,Sector 29,"Bar Food, North Indian",4.3,1800,1120,Gurgaon,kaggle,Luxury (>₹1500),Bar Food
Noida Pub Exchange,Dlf Mall Of India,"North Indian, Italian",4.2,1400,1172,Noida,kaggle,Premium (₹700-1500),North Indian
Mama's Buoi,Delhi University-Gtb Nagar,"North Indian, Continental, Italian, Momos",4.3,1000,2793,New Delhi,kaggle,Premium (₹700-1500),North Indian
Imperfecto,Hauz Khas,"Mediterranean, Italian, Continental, Asian, North Indian",4.0,2200,2663,New Delhi,kaggle,Luxury (>₹1500),Mediterranean
The Marketplace,Kirti Nagar,"North Indian, Continental, Asian",4.2,1300,804,New Delhi,kaggle,Premium (₹700-1500),North Indian
Pier 38,Cyber Hub,"Arabian, Lebanese, North Indian, Kebab, Iranian",4.1,2200,1457,Gurgaon,kaggle,Luxury (>₹1500),Arabian
Italiano,Cyber Hub,"Italian, European, Pizza, Beverages",4.2,1500,1504,Gurgaon,kaggle,Premium (₹700-1500),Italian
SkyHouse,Logix City Centre,"North Indian, Chinese, Mughlai, Continental, Healthy Food",4.1,2200,1192,Noida,kaggle,Luxury (>₹1500),North Indian
CafÃ© MRP,Connaught Place,"North Indian, Chinese, Italian, Mediterranean, Momos",3.9,1000,2619,New Delhi,kaggle,Premium (₹700-1500),North Indian
The Irish House,Dlf Mall Of India,"European, American",4.2,1600,1076,Noida,kaggle,Luxury (>₹1500),European
Sutra Gastropub,Cyber Hub,"Modern Indian, Asian, Continental",4.2,2300,2158,Gurgaon,kaggle,Luxury (>₹1500),Modern Indian
The Bikers Cafe,Golf Course Road,"Continental, Chinese, Italian, Momos",4.1,1400,1374,Gurgaon,kaggle,Premium (₹700-1500),Continental
Norenj Wine Dine & Fresh Beer Cafe,South City 2,"Continental, Mediterranean, Tex-Mex, North Indian, Asian, Kebab, Afghan",4.1,1800,1099,Gurgaon,kaggle,Luxury (>₹1500),Continental
The Clay Oven,Green Park,"North Indian, Mughlai, Chinese",4.4,1200,954,New Delhi,kaggle,Premium (₹700-1500),North Indian
The Barbeque Company,Jail Road,"North Indian, Chinese, Mughlai, BBQ",4.2,1300,2834,New Delhi,kaggle,Premium (₹700-1500),North Indian
TGI Fridays,The Great India Place,"American, Tex-Mex, Salad",4.2,1700,2498,Noida,kaggle,Luxury (>₹1500),American
Hard Rock Cafe,Cyber Hub,"Mediterranean, Mexican, North Indian, American",4.1,2500,3301,Gurgaon,kaggle,Luxury (>₹1500),Mediterranean
Perch Wine & Coffee Bar,Khan Market,"Cafe, European",4.2,2000,1234,New Delhi,kaggle,Luxury (>₹1500),Cafe
Spize Barbeque & Bar,Sector 63,"North Indian, Chinese, BBQ",4.3,1900,1038,Noida,kaggle,Luxury (>₹1500),North Indian
Prime Street Cafe,Connaught Place,"North Indian, Continental, Mexican, Italian, Chinese, Salad",4.0,1000,1352,New Delhi,kaggle,Premium (₹700-1500),North Indian
Tornado Cafe & Resto Bar,Punjabi Bagh,"Chinese, Continental, North Indian",4.4,1700,1069,New Delhi,kaggle,Luxury (>₹1500),Chinese
Oh! Calcutta,Nehru Place,"Bengali, Seafood",4.3,1700,1986,New Delhi,kaggle,Luxury (>₹1500),Bengali
Chi Asian Cookhouse,Sda Market,"Chinese, Thai, Asian, Japanese, Momos",4.2,1900,1415,New Delhi,kaggle,Luxury (>₹1500),Chinese
AMPM CafÃ© & Bar,Dlf Galleria,"Continental, Italian, American, Momos",4.0,2000,2485,Gurgaon,kaggle,Luxury (>₹1500),Continental
Roadhouse Cafe,Greater Kailash 1 (Gk1),"Cafe, Italian, Pizza",4.3,1700,992,New Delhi,kaggle,Luxury (>₹1500),Cafe
The Chatter House,Epicuria Food Mall,"Finger Food, Italian, North Indian",4.3,2000,2704,New Delhi,kaggle,Luxury (>₹1500),Finger Food
Marine Drivve - Club & Courtyard,Rajouri Garden,"North Indian, Chinese, Italian, Momos",4.2,1300,2264,New Delhi,kaggle,Premium (₹700-1500),North Indian
The Smoke Factory,Gardens Galleria,"North Indian, Italian, Chinese",4.0,1500,981,Noida,kaggle,Premium (₹700-1500),North Indian
The Chatter House,Khan Market,"Finger Food, Italian, North Indian",4.4,2000,1746,New Delhi,kaggle,Luxury (>₹1500),Finger Food
Smokey's BBQ And Grill,Khan Market,"American, European, BBQ",4.1,2100,1371,New Delhi,kaggle,Luxury (>₹1500),American
Lanterns Kitchen & Bar,Rajendra Place,"Italian, North Indian, Chinese, Mughlai",4.0,1200,2002,New Delhi,kaggle,Premium (₹700-1500),Italian
Delhi Club House,Sangam Courtyard,"North Indian, Continental, Asian",4.4,1700,1112,New Delhi,kaggle,Luxury (>₹1500),North Indian
Excuse Me Boss,Connaught Place,"Continental, North Indian, Chinese, Mediterranean",4.1,1800,1659,New Delhi,kaggle,Luxury (>₹1500),Continental
Bunta Bar Live,Janpath,"North Indian, Chinese, Momos",4.0,1300,906,New Delhi,kaggle,Premium (₹700-1500),North Indian
ERA - Bar And Lounge,Connaught Place,"Italian, Continental, Chinese, American",4.3,1600,1324,New Delhi,kaggle,Luxury (>₹1500),Italian
The Piano Man Jazz Club,Safdarjung,"Mexican, American, Continental, Finger Food",4.2,1800,1149,New Delhi,kaggle,Luxury (>₹1500),Mexican
Imperfecto,Gardens Galleria,"Mediterranean, Italian, Continental, Asian, North Indian",4.0,2200,2080,Noida,kaggle,Luxury (>₹1500),Mediterranean
2 Bandits,Satyaniketan,"Cafe, Mexican, North Indian, Italian, Salad",3.9,1500,1641,New Delhi,kaggle,Premium (₹700-1500),Cafe
TGI Fridays,Dlf Promenade Mall,"American, Tex-Mex, Italian",4.0,2500,1839,New Delhi,kaggle,Luxury (>₹1500),American
The Grammar Room,Mehrauli,Cafe,4.3,2000,816,New Delhi,kaggle,Luxury (>₹1500),Cafe
Hard Rock Cafe,Dlf Place Mall,"Mediterranean, Mexican, North Indian, American, Salad",4.2,2500,4294,New Delhi,kaggle,Luxury (>₹1500),Mediterranean
Smaaash,Cyber Hub,"North Indian, Thai, Continental",4.1,1400,1196,Gurgaon,kaggle,Premium (₹700-1500),North Indian
Route 04,Connaught Place,"Continental, American, Tex-Mex, North Indian",3.6,1200,2317,New Delhi,kaggle,Premium (₹700-1500),Continental
Mystery of Food,Indirapuram,"North Indian, Chinese",4.1,1800,1012,Ghaziabad,kaggle,Luxury (>₹1500),North Indian
The Colony Bistro,Lajpat Nagar 4,"American, North Indian, Chinese, Pizza",4.1,1000,999,New Delhi,kaggle,Premium (₹700-1500),American
The Sky High,Ansal Plaza Mall,"Continental, North Indian, Mughlai, Italian",4.0,1800,1513,New Delhi,kaggle,Luxury (>₹1500),Continental
The Beer Cafe,Cyber Hub,"North Indian, Italian",3.9,1500,1303,Gurgaon,kaggle,Premium (₹700-1500),North Indian
Castle 9,Connaught Place,"Finger Food, Continental, North Indian, Chinese",4.0,1350,1761,New Delhi,kaggle,Premium (₹700-1500),Finger Food
The Wine Company,Cyber Hub,"Modern Indian, Italian, European",4.2,3000,2954,Gurgaon,kaggle,Luxury (>₹1500),Modern Indian
The Beer Cafe,Unity One Mall,"North Indian, Finger Food",4.1,1500,1275,New Delhi,kaggle,Premium (₹700-1500),North Indian
Farzi Cafe,Aerocity,Modern Indian,4.8,1500,531,New Delhi,kaggle,Premium (₹700-1500),Modern Indian
The Irish House,Epicuria Food Mall,"European, American",4.2,1700,804,New Delhi,kaggle,Luxury (>₹1500),European
The Post Office Cafe,Rajouri Garden,"Continental, North Indian, Asian, Momos",3.7,1600,1083,New Delhi,kaggle,Luxury (>₹1500),Continental
100% Rock,Ambience Mall,"Finger Food, North Indian, Chinese, Italian, Seafood",3.9,1200,1120,New Delhi,kaggle,Premium (₹700-1500),Finger Food
Cinnamon Kitchen,Aditya City Centre,"North Indian, Chinese, Mughlai",4.1,1200,852,Ghaziabad,kaggle,Premium (₹700-1500),North Indian
Wok In The Clouds,Khan Market,"Chinese, Thai, Continental, North Indian",4.2,2000,1110,New Delhi,kaggle,Luxury (>₹1500),Chinese
The Flying Dutchman,Logix City Centre,"North Indian, Chinese, Burger, Italian, Mughlai",3.9,2400,599,Noida,kaggle,Luxury (>₹1500),North Indian
#nofilter,Sda Market,"North Indian, Continental, European, Modern Indian",3.9,1100,1465,New Delhi,kaggle,Premium (₹700-1500),North Indian
Gulab,Pitampura,"North Indian, Street Food, Mithai",4.1,500,1629,New Delhi,kaggle,Mid (₹300-700),North Indian
Bikanervala,Sector 18,"Mithai, Street Food, South Indian, North Indian, Chinese",3.9,600,1027,Noida,kaggle,Mid (₹300-700),Mithai
The Burger Club,Karol Bagh,"Burger, Fast Food, Beverages",4.3,350,1623,New Delhi,kaggle,Mid (₹300-700),Burger
Om Sweets & Snacks,Sector 14,"North Indian, Mithai, Fast Food, South Indian, Chinese",4.1,500,1621,Gurgaon,kaggle,Mid (₹300-700),North Indian
The Tummy Section,Jail Road,"Fast Food, Chinese, Pizza, Rolls, Sandwich, Burger, Momos",4.2,350,1404,New Delhi,kaggle,Mid (₹300-700),Fast Food
Mithaas,Sector 62,"Mithai, North Indian, South Indian, Street Food, Chinese",4.1,550,866,Noida,kaggle,Mid (₹300-700),Mithai
Ever Bake,Shalimar Bagh,"Bakery, Chinese, Fast Food",4.2,350,1162,New Delhi,kaggle,Mid (₹300-700),Bakery
Aslam Chicken,Jama Masjid,North Indian,4.2,500,1847,New Delhi,kaggle,Mid (₹300-700),North Indian
Domino's Pizza,Shahdara,"Pizza, Fast Food",3.7,400,1036,New Delhi,kaggle,Mid (₹300-700),Pizza
Evergreen Sweet House,Green Park,"Mithai, South Indian, North Indian, Chinese, Fast Food",3.9,500,1894,New Delhi,kaggle,Mid (₹300-700),Mithai
KFC,Preet Vihar,"Burger, Fast Food",3.9,450,1148,New Delhi,kaggle,Mid (₹300-700),Burger
KFC,Kamla Nagar,"Burger, Fast Food",4.0,450,1312,New Delhi,kaggle,Mid (₹300-700),Burger
Gopal's 56,Kalkaji,"Street Food, Ice Cream, Mithai",4.0,200,831,New Delhi,kaggle,Budget (≤₹300),Street Food
Dilli 6 On Wheels,Sector 31,"North Indian, Chinese, Kebab",4.0,250,3554,Gurgaon,kaggle,Budget (≤₹300),North Indian
Burger King,Rohini,"Burger, Fast Food, Beverages",4.0,500,1079,New Delhi,kaggle,Mid (₹300-700),Burger
Bikanervala,Suncity Business Tower,"Mithai, Street Food, South Indian, North Indian, Chinese",4.0,600,1002,Gurgaon,kaggle,Mid (₹300-700),Mithai
Haldiram's,Connaught Place,"Mithai, North Indian, Street Food, Chinese, South Indian",4.1,550,2050,New Delhi,kaggle,Mid (₹300-700),Mithai
BTW,Nit,"Mithai, North Indian, Chinese, South Indian, Fast Food",4.0,550,1256,Faridabad,kaggle,Mid (₹300-700),Mithai
Moolchand Parantha,Kalkaji,North Indian,4.0,300,1513,New Delhi,kaggle,Budget (≤₹300),North Indian
Haldiram's,Rohini,"North Indian, Mithai, South Indian, Fast Food, Street Food, Chinese",4.0,350,1044,New Delhi,kaggle,Mid (₹300-700),North Indian
Star Crust,Sector 10,"Fast Food, Chinese",4.1,500,979,Faridabad,kaggle,Mid (₹300-700),Fast Food
Haldiram's,Lajpat Nagar 2,"North Indian, South Indian, Chinese, Fast Food, Mithai, Street Food",4.1,600,1063,New Delhi,kaggle,Mid (₹300-700),North Indian
Domino's Pizza,Delhi University-Gtb Nagar,"Pizza, Fast Food",3.9,400,1451,New Delhi,kaggle,Mid (₹300-700),Pizza
Chaina Ram Sindhi Confectioners,Chandni Chowk,"Mithai, Street Food",4.2,200,898,New Delhi,kaggle,Budget (≤₹300),Mithai
Haldiram's,Sector 63,"North Indian, South Indian, Mithai, Street Food, Fast Food, Chinese",4.0,600,970,Noida,kaggle,Mid (₹300-700),North Indian
Shawarma House,Central Plaza Mall,"Healthy Food, Lebanese",4.5,600,1528,Gurgaon,kaggle,Mid (₹300-700),Healthy Food
Shiv Tikki Wala,Karkardooma,"Street Food, North Indian",4.3,250,1087,New Delhi,kaggle,Budget (≤₹300),Street Food
Kake Di Hatti,Chandni Chowk,North Indian,4.3,500,2700,New Delhi,kaggle,Mid (₹300-700),North Indian
Concept Shawarma,Flyover Market,"North Indian, Chinese",4.2,650,1014,New Delhi,kaggle,Mid (₹300-700),North Indian
Railway Yard,Gujranwala Town,"North Indian, Chinese, Continental",3.8,600,788,New Delhi,kaggle,Mid (₹300-700),North Indian
Radhey Krishna Choley Bhature,Karkardooma,"North Indian, South Indian, Chinese",3.6,300,1126,New Delhi,kaggle,Budget (≤₹300),North Indian
Roshan Di Kulfi,Karol Bagh,"Street Food, North Indian, South Indian, Ice Cream",4.0,500,1614,New Delhi,kaggle,Mid (₹300-700),Street Food
Om Sweets & Snacks,Good Earth City Center,"North Indian, Mithai, Fast Food, South Indian, Chinese",4.1,500,1087,Gurgaon,kaggle,Mid (₹300-700),North Indian
Jeet Restaurant,Chander Nagar,"North Indian, Chinese, Momos",3.8,350,823,New Delhi,kaggle,Mid (₹300-700),North Indian
Om Sweets & Snacks,Sector 23,"North Indian, Mithai, Fast Food, South Indian, Chinese",4.1,500,1287,Gurgaon,kaggle,Mid (₹300-700),North Indian
Burger King,Shipra Mall,"Burger, Fast Food, Beverages",4.0,500,1242,Ghaziabad,kaggle,Mid (₹300-700),Burger
Bikanervala,Sohna Road,"Mithai, Street Food, South Indian, North Indian, Chinese",3.9,600,962,Gurgaon,kaggle,Mid (₹300-700),Mithai
The Burger Club,Delhi University-Gtb Nagar,"Burger, Fast Food, Beverages",4.2,350,2617,New Delhi,kaggle,Mid (₹300-700),Burger
KFC,West Patel Nagar,"Burger, Fast Food",4.1,450,1014,New Delhi,kaggle,Mid (₹300-700),Burger
Momo's Point,Kamla Nagar,"Chinese, Fast Food",4.0,500,1526,New Delhi,kaggle,Mid (₹300-700),Chinese
Burger King,Pvr Anupam Complex,"Burger, Fast Food, Beverages",3.9,500,1065,New Delhi,kaggle,Mid (₹300-700),Burger
Changezi Chicken,Karol Bagh,"North Indian, Afghan",3.9,500,1060,New Delhi,kaggle,Mid (₹300-700),North Indian
Burger King,Select Citywalk Mall,"Burger, Fast Food, Beverages",4.0,500,3184,New Delhi,kaggle,Mid (₹300-700),Burger
Andhra Bhavan,Feroze Shah Road,"South Indian, Andhra",4.1,300,4231,New Delhi,kaggle,Budget (≤₹300),South Indian
